date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:02:41	2032/2032	---M-Z	200	added ('OK')	application/json	etag:%2227992-1755498733;gz%22	https://themangalamweddings.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemangalamweddings.in%2F	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-json/oembed/1.0/embed0cd3.json	(from https://themangalamweddings.in/)
12:02:49	2177/2177	---M-Z	200	added ('OK')	text/xml	etag:%2227993-1755498741;gz%22	https://themangalamweddings.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemangalamweddings.in%2F&format=xml	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-json/oembed/1.0/embed052e	(from https://themangalamweddings.in/)
12:02:49	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2018%20Aug%202025%2006:32:21%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/swi/www.googletagmanager.com/gtm.375445.delayed	(from https://themangalamweddings.in/)
12:02:50	647/647	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Aug%202025%2006:32:22%20GMT	https://themangalamweddings.in/wp-content/uploads/2024/08/cropped-WhatsApp-Image-2024-08-08-at-11.08.55_d5faf22e-32x32.jpg	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-content/uploads/2024/08/cropped-WhatsApp-Image-2024-08-08-at-11.08.55_d5faf22e-32x32.jpg	(from https://themangalamweddings.in/)
12:02:50	3440/3440	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Aug%202025%2006:32:22%20GMT	https://themangalamweddings.in/wp-content/uploads/2024/08/cropped-WhatsApp-Image-2024-08-08-at-11.08.55_d5faf22e-192x192.jpg	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-content/uploads/2024/08/cropped-WhatsApp-Image-2024-08-08-at-11.08.55_d5faf22e-192x192.jpg	(from https://themangalamweddings.in/)
12:02:50	3328/3328	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Aug%202025%2006:32:22%20GMT	https://themangalamweddings.in/wp-content/uploads/2024/08/cropped-WhatsApp-Image-2024-08-08-at-11.08.55_d5faf22e-180x180.jpg	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-content/uploads/2024/08/cropped-WhatsApp-Image-2024-08-08-at-11.08.55_d5faf22e-180x180.jpg	(from https://themangalamweddings.in/)
12:02:51	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Aug%202025%2006:32:23%20GMT	http://themangalamweddings.in/wp-content/uploads/2024/04/4-3.jpg	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-content/uploads/2024/04/4-3.3c.delayed	(from https://themangalamweddings.in/)
12:02:51	102242/102242	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Aug%202025%2006:32:23%20GMT	https://themangalamweddings.in/wp-content/uploads/2024/04/Untitled-design-e1712390860933-1024x322.png	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-content/uploads/2024/04/Untitled-design-e1712390860933-1024x322.png	(from https://themangalamweddings.in/)
12:02:52	207922/207922	---MCZ	200	added ('OK')	text/html	etag:%2222977-1755303110;gz%22	https://themangalamweddings.in/blog/	C:/My%20Web%20Sites/swi/themangalamweddings.in/blog/index.html	(from https://themangalamweddings.in/)
12:02:53	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Aug%202025%2006:32:25%20GMT	http://themangalamweddings.in/wp-content/uploads/2024/04/1-5.jpg	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-content/uploads/2024/04/1-5.jpg	(from https://themangalamweddings.in/)
12:02:53	161594/161594	---MCZ	200	added ('OK')	text/html	etag:%2227864-1755496265;gz%22	https://themangalamweddings.in/carrier/	C:/My%20Web%20Sites/swi/themangalamweddings.in/carrier/index.html	(from https://themangalamweddings.in/)
12:02:53	206231/206231	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Aug%202025%2006:32:24%20GMT	https://themangalamweddings.in/wp-content/uploads/2024/04/4-3.jpg	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-content/uploads/2024/04/4-3.jpg	(from https://themangalamweddings.in/)
12:02:55	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Aug%202025%2006:32:26%20GMT	http://themangalamweddings.in/wp-content/uploads/2024/11/mangalam-banner.jpg	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-content/uploads/2024/11/mangalam-banner.jpg	(from https://themangalamweddings.in/)
12:02:56	262828/262828	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Aug%202025%2006:32:26%20GMT	https://themangalamweddings.in/wp-content/uploads/2024/04/1-5.jpg	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-content/uploads/2024/04/1-5.jpg	(from https://themangalamweddings.in/)
12:02:57	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Aug%202025%2006:32:28%20GMT	http://themangalamweddings.in/wp-content/uploads/2024/04/3-3.jpg	C:/My%20Web%20Sites/swi/themangalamweddings.in/wp-content/uploads/2024/04/3-3.jpg	(from https://themangalamweddings.in/)
